Total,offer
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.37
100.0,0.37
100.0,0.37
100.0,0.37
100.0,0.37
100.0,0.37
100.0,0.37
100.0,0.37
100.0,0.37
100.0,0.37
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.31
100.0,0.31
100.0,0.31
100.0,0.31
100.0,0.31
100.0,0.31
100.0,0.31
100.0,0.31
100.0,0.31
100.0,0.31
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.41
100.0,0.41
100.0,0.41
100.0,0.41
100.0,0.41
100.0,0.41
100.0,0.41
100.0,0.41
100.0,0.41
100.0,0.41
10.0,0.5
10.0,0.5
10.0,0.5
10.0,0.4
10.0,0.3
10.0,0.4
10.0,0.3
10.0,0.4
10.0,0.5
10.0,0.4
10.0,0.4
10.0,0.5
10.0,0.5
10.0,0.5
10.0,0.4
10.0,0.5
100.0,0.05
100.0,0.4
100.0,0.13
100.0,0.5
100.0,0.05
100.0,0.5
100.0,0.49
100.0,0.31
100.0,0.5
100.0,0.35
100.0,0.5
100.0,0.57
100.0,0.33
100.0,0.49
100.0,0.5
100.0,0.35
100.0,0.5
100.0,0.3
100.0,0.45
100.0,0.49
100.0,0.48
100.0,0.01
100.0,0.36
100.0,0.5
100.0,0.47
100.0,0.32
100.0,0.12
100.0,0.33
100.0,0.42
100.0,0.5
100.0,0.4
100.0,0.3
100.0,0.49
100.0,0.5
100.0,0.0
100.0,0.4
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.25
100.0,0.25
100.0,0.25
100.0,0.25
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.3
100.0,0.5
100.0,0.49
100.0,0.5
100.0,0.45
100.0,0.33
100.0,0.4
100.0,0.5
100.0,0.5
100.0,0.75
100.0,0.2
100.0,0.49
100.0,0.4
100.0,0.38
100.0,0.01
100.0,0.5
100.0,0.4
100.0,0.25
100.0,0.4
100.0,0.5
100.0,0.44
100.0,0.5
100.0,0.01
100.0,0.3
100.0,0.45
100.0,0.45
100.0,0.48
100.0,0.5
100.0,0.53
100.0,0.4
100.0,0.5
100.0,0.35
100.0,0.51
100.0,0.0
100.0,0.5
100.0,0.4
100.0,0.4
100.0,0.45
100.0,0.49
100.0,0.3
100.0,0.01
100.0,0.4
100.0,0.5
100.0,0.08
100.0,0.45
100.0,0.5
100.0,0.05
100.0,0.5
100.0,0.4
100.0,0.44
100.0,0.51
100.0,0.4
100.0,0.0
100.0,0.49
100.0,0.5
100.0,0.4
100.0,0.49
100.0,0.25
100.0,0.4
100.0,0.5
100.0,0.5
100.0,0.46
100.0,0.49
100.0,0.38
100.0,0.1
100.0,0.44
100.0,0.46
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.49
100.0,0.5
100.0,0.35
100.0,0.36
100.0,0.2
100.0,0.34
100.0,0.29
100.0,0.47
100.0,0.36
100.0,0.5
100.0,0.5
100.0,0.45
100.0,0.25
100.0,0.5
100.0,0.49
100.0,0.45
100.0,0.0
100.0,0.4
100.0,0.5
100.0,0.0
100.0,0.3
100.0,0.5
100.0,0.4
100.0,0.49
100.0,0.49
100.0,0.5
100.0,0.01
100.0,0.48
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.49
100.0,0.5
100.0,0.44
100.0,0.5
100.0,0.5
100.0,0.41
100.0,0.01
100.0,0.0
100.0,0.5
100.0,0.3
100.0,0.3
100.0,0.2
100.0,0.48
100.0,0.0
100.0,0.4
100.0,0.32
100.0,0.4
100.0,0.5
100.0,0.33
100.0,0.5
100.0,0.45
100.0,0.5
100.0,0.5
100.0,0.4
100.0,0.51
100.0,0.5
100.0,0.5
100.0,0.49
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.41
100.0,0.47
100.0,0.22
100.0,0.25
100.0,0.5
100.0,0.46
100.0,0.5
100.0,0.38
100.0,0.5
100.0,0.4
100.0,0.36
100.0,0.5
100.0,0.0
100.0,0.29
100.0,0.5
100.0,0.49
100.0,0.5
100.0,0.49
100.0,0.45
100.0,0.47
100.0,0.4
100.0,0.36
100.0,0.01
100.0,0.4
100.0,0.48
100.0,0.0
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.55
100.0,0.55
100.0,0.55
100.0,0.55
100.0,0.55
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.33
100.0,0.33
100.0,0.33
100.0,0.33
100.0,0.33
100.0,0.33
100.0,0.33
100.0,0.33
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.7
100.0,0.7
100.0,0.7
100.0,0.7
100.0,0.7
100.0,0.7
100.0,0.7
100.0,0.7
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.41
100.0,0.41
100.0,0.41
100.0,0.41
100.0,0.41
100.0,0.41
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.39
100.0,0.39
100.0,0.39
100.0,0.39
100.0,0.39
100.0,0.39
100.0,0.39
100.0,0.39
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.29
100.0,0.29
100.0,0.29
100.0,0.29
100.0,0.29
100.0,0.29
100.0,0.29
100.0,0.29
100.0,0.23
100.0,0.23
100.0,0.23
100.0,0.23
100.0,0.23
100.0,0.23
100.0,0.23
100.0,0.23
100.0,0.37
100.0,0.37
100.0,0.37
100.0,0.37
100.0,0.37
100.0,0.37
100.0,0.37
100.0,0.37
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.07
100.0,0.07
100.0,0.07
100.0,0.07
100.0,0.07
100.0,0.07
100.0,0.07
100.0,0.07
100.0,0.32
100.0,0.32
100.0,0.32
100.0,0.32
100.0,0.32
100.0,0.32
100.0,0.32
100.0,0.32
100.0,0.26
100.0,0.26
100.0,0.26
100.0,0.26
100.0,0.26
100.0,0.26
100.0,0.26
100.0,0.26
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.24
100.0,0.24
100.0,0.24
100.0,0.24
100.0,0.24
100.0,0.24
100.0,0.24
100.0,0.24
100.0,0.32
100.0,0.32
100.0,0.32
100.0,0.32
100.0,0.32
100.0,0.32
100.0,0.32
100.0,0.32
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.3
100.0,0.25
100.0,0.25
100.0,0.25
100.0,0.25
100.0,0.25
100.0,0.25
100.0,0.25
100.0,0.25
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.15
100.0,0.15
100.0,0.15
100.0,0.15
100.0,0.15
100.0,0.15
100.0,0.15
100.0,0.15
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.41
100.0,0.41
100.0,0.41
100.0,0.41
100.0,0.41
100.0,0.41
100.0,0.41
100.0,0.41
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.42
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.48
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.31
100.0,0.31
100.0,0.31
100.0,0.31
100.0,0.31
100.0,0.31
100.0,0.31
100.0,0.31
100.0,0.21
100.0,0.21
100.0,0.21
100.0,0.21
100.0,0.21
100.0,0.21
100.0,0.21
100.0,0.21
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.36
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.43
100.0,0.11
100.0,0.11
100.0,0.11
100.0,0.11
100.0,0.11
100.0,0.11
100.0,0.11
100.0,0.11
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.44
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.38
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.49
100.0,0.59
100.0,0.59
100.0,0.59
100.0,0.59
100.0,0.59
100.0,0.59
100.0,0.59
100.0,0.59
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,1.0
100.0,1.0
100.0,1.0
100.0,1.0
100.0,1.0
100.0,1.0
100.0,1.0
100.0,1.0
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.51
100.0,0.51
100.0,0.51
100.0,0.51
100.0,0.51
100.0,0.51
100.0,0.51
100.0,0.51
500.0,0.25
500.0,0.1
500.0,0.3
500.0,0.512
500.0,0.364
500.0,0.2
100.0,0.02
100.0,0.02
100.0,0.02
100.0,0.01
100.0,0.01
100.0,0.01
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.01
100.0,0.01
100.0,0.01
100.0,0.02
100.0,0.02
100.0,0.02
100.0,0.09
100.0,0.09
100.0,0.09
100.0,0.01
100.0,0.01
100.0,0.01
100.0,0.49
100.0,0.49
100.0,0.49
